date,net_return
2015-02-28,0.0014421959780659805
2015-03-31,0.0037399414654178268
2015-04-30,0.009165172144770377
2015-05-31,-0.03310321615807004
2015-06-30,0.041436630086199425
2015-07-31,0.014943580877232084
2015-08-31,0.020452266740004884
2015-09-30,-0.024228800539008458
2015-10-31,0.021884813380749588
2015-11-30,0.025613769759004368
2015-12-31,-0.022195615971685314
2016-01-31,0.0422967816077297
2016-03-31,-0.025074968058475818
2016-04-30,0.012061040422350455
2016-05-31,0.017743444619580988
2016-06-30,-0.0010059760287974083
2016-07-31,-0.02430352197701825
2016-08-31,-0.0032673601979317244
2016-09-30,-0.04018738776942933
2016-10-31,0.026064362200940407
2016-11-30,-0.005830940633909171
2016-12-31,0.012721510649444299
2017-01-31,-0.010424017219771334
2017-02-28,0.016507619740238875
2017-04-30,0.0036694747746943597
2017-05-31,-0.005354623109879764
2017-06-30,-0.002340071243878253
2017-07-31,0.0089695170222919
2017-08-31,0.01027653089098652
2017-09-30,0.014738760041616122
2017-10-31,-0.003710515955224023
2017-11-30,-0.007576803778087375
2017-12-31,0.009386187657942285
2018-01-31,-0.014633274428373153
2018-02-28,-0.009358646517155188
2018-03-31,0.007669181315801143
2018-05-31,-0.025019719687704674
2018-06-30,0.015275441630124134
2018-07-31,0.004293733859146477
2018-08-31,-0.007468116006866194
2018-09-30,-0.01291425947715961
2018-10-31,0.013369991299240802
2018-11-30,0.018583139171914936
2018-12-31,-0.024530209059063075
2019-01-31,-0.016938928248591424
2019-02-28,0.05086268313999871
2019-03-31,0.01582009341223067
2019-04-30,0.016026756791302884
2019-06-30,0.024061666836331437
2019-07-31,0.06577921787569772
2019-08-31,-0.05257903830819054
2019-09-30,0.014732990475325485
2019-10-31,-0.01135397722749712
2019-11-30,-0.007852146017349305
2019-12-31,0.03727599695657571
2020-01-31,-0.0019689456348256184
2020-02-29,0.15076415492109635
2020-03-31,-0.06677250941944089
2020-04-30,0.054975077072056455
2020-05-31,-0.07743888920542902
2020-07-31,0.02394572413171018
2020-08-31,0.00776226028365623
2020-09-30,-0.03437611317230696
2020-10-31,-0.20198069553587908
2020-11-30,-0.0026319352502162598
2020-12-31,-0.004757058220473316
2021-01-31,-0.11616325079970448
2021-02-28,0.02763162558863682
2021-03-31,-0.009460749715170032
2021-04-30,-0.02047415764254876
2021-05-31,0.0226029811935032
2021-06-30,0.08150437766290676
2021-08-31,-0.019673294187038858
2021-09-30,-0.04117077465809012
2021-10-31,0.026274983080521726
2021-11-30,0.02400281046627894
2021-12-31,0.000344066121410546
2022-01-31,0.01841771381805825
2022-02-28,-0.042394393982674194
2022-03-31,-0.038409619959405686
2022-04-30,-0.013783343240829835
2022-05-31,-0.02987980300275655
2022-06-30,0.051241605994434995
2022-07-31,-0.005232466028111799
2022-09-30,0.050995587484015746
2022-10-31,-0.022525014762567297
2022-11-30,-0.022110397677050683
2022-12-31,0.07739984913035071
2023-01-31,-0.004928449668133595
2023-02-28,-0.049338433882197115
2023-03-31,-0.0016539209114524779
2023-04-30,0.01653095088146448
2023-05-31,0.03668215447753167
2023-06-30,0.036967962310177904
2023-07-31,0.005311335244877557
2023-08-31,0.039109791954437166
2023-10-31,-0.014267661079246277
2023-11-30,0.016363808307939123
2023-12-31,0.0011227577563444353
2024-01-31,-0.00895842575494781
2024-02-29,-0.06571176066307427
2024-03-31,0.05130031243273506
2024-04-30,0.011100213405989177
2024-05-31,0.0388543150327391
2024-06-30,0.03930308882630299
2024-07-31,-0.013410749321919444
2024-08-31,0.0015151156477573435
2024-09-30,0.01263081073440118
2024-11-30,-0.0031744117605683646
