date,net_return
2015-02-28,-0.009559955353530759
2015-03-31,0.002698961158401289
2015-04-30,0.014037815765463254
2015-05-31,-0.0319440664927185
2015-06-30,0.01610247390278327
2015-07-31,0.008297675785894104
2015-08-31,0.009968907557693899
2015-09-30,-0.0012422708513836504
2015-10-31,0.005413085248057373
2015-11-30,0.007580494522667246
2015-12-31,-0.040051355230429214
2016-01-31,0.008104707663964981
2016-03-31,-0.020869389095729857
2016-04-30,-0.005046323166650166
2016-05-31,-0.03226830903182886
2016-06-30,0.014918794456555497
2016-07-31,0.010712555110044158
2016-08-31,-0.005979181058044515
2016-09-30,-0.028424620022348124
2016-10-31,0.041969603497955636
2016-11-30,0.0019415529391781556
2016-12-31,-0.009347504707579352
2017-01-31,-0.015292722522277969
2017-02-28,0.01831100353462839
2017-04-30,0.006057828008024974
2017-05-31,-0.0035432337494561614
2017-06-30,0.024397629013380794
2017-07-31,0.002825779220282592
2017-08-31,0.02762095027726491
2017-09-30,0.005353666347052997
2017-10-31,0.003616760574909563
2017-11-30,-0.014080319523566871
2017-12-31,0.011111562195334594
2018-01-31,-0.015751025169954018
2018-02-28,0.0011692542429634465
2018-03-31,-5.6680284543007896e-05
2018-05-31,-0.014023135304133627
2018-06-30,0.023091949328281413
2018-07-31,-0.009189084894711964
2018-08-31,-0.008141972627690735
2018-09-30,-0.003331536262337549
2018-10-31,-0.0078831431269968
2018-11-30,0.021895894542062585
2018-12-31,-0.0060054419045052565
2019-01-31,-0.027668472370268538
2019-02-28,0.03023509372184047
2019-03-31,0.023453611437622722
2019-04-30,0.002404673129839407
2019-06-30,0.007121220343596839
2019-07-31,0.033304285664747385
2019-08-31,-0.010315885341130681
2019-09-30,0.016708139558142078
2019-10-31,-0.01547938040985692
2019-11-30,0.021019340967193604
2019-12-31,0.0002682608124664936
2020-01-31,-0.0021187539059615225
2020-02-29,0.10490537720238344
2020-03-31,-0.02755766435420269
2020-04-30,0.015554383618340821
2020-05-31,-0.039395721551734895
2020-07-31,0.00864010051576705
2020-08-31,0.029996987863967924
2020-09-30,-0.028617245410006157
2020-10-31,-0.16960016583823734
2020-11-30,0.005274079882705349
2020-12-31,-0.04466345933778435
2021-01-31,-0.1027759022439725
2021-02-28,0.018049170122559258
2021-03-31,0.011159270036646024
2021-04-30,-0.034441791020274094
2021-05-31,0.004315668676976347
2021-06-30,0.054497501692370956
2021-08-31,-0.05863213295767149
2021-09-30,-0.005909345920564245
2021-10-31,0.06134133010832396
2021-11-30,0.020713764095728365
2021-12-31,0.022684452835662113
2022-01-31,0.013927892637643581
2022-02-28,-0.03681613270242009
2022-03-31,-0.04956843366732791
2022-04-30,0.013374345990161629
2022-05-31,-0.001765433256226587
2022-06-30,0.04109124690119356
2022-07-31,-0.027309398759731422
2022-09-30,0.043674915607009014
2022-10-31,0.013710158401981119
2022-11-30,-0.027215491039152516
2022-12-31,0.07920815217999451
2023-01-31,0.007760486141300035
2023-02-28,0.015468337760352238
2023-03-31,0.0065096976847185154
2023-04-30,0.03408231625419642
2023-05-31,0.030032474461411027
2023-06-30,0.04333561695158518
2023-07-31,-0.012604873613655107
2023-08-31,0.0455710902289641
2023-10-31,-0.004466653827140592
2023-11-30,0.004145832104408066
2023-12-31,0.02115663932465705
2024-01-31,-0.008555773632255894
2024-02-29,-0.1001481547548877
2024-03-31,0.04170221688510571
2024-04-30,0.04755597778542938
2024-05-31,0.03341155225592054
2024-06-30,0.0042357125064705955
2024-07-31,0.022346014690713574
2024-08-31,-0.0034882924272356605
2024-09-30,0.018508601954108597
2024-11-30,0.01867945739343291
